"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"4125","med",0.040727036650002,-0.119539298121827,0.207708004381693,0.612,"A_12_P101333","V_11637718","puromycin_median.norm.EXT",5.24253993743461
"4126","direct",0.358385457844954,-0.00354767963656846,0.694859209235696,0.052,"A_12_P101333","V_11637718","puromycin_median.norm.EXT",5.24253993743461
"4127","total",0.399112494494956,0.0419168751446202,0.740648911712452,0.04,"A_12_P101333","V_11637718","puromycin_median.norm.EXT",5.24253993743461
"4128","prop_med",0.102044003161411,-0.500310014699759,0.726940061096941,0.604,"A_12_P101333","V_11637718","puromycin_median.norm.EXT",5.24253993743461
"4129","med",-0.0164476329017535,-0.202664430010415,0.153606878541001,0.93,"A_12_P101810","V_9104120","puromycin_median.norm.EXT",5.54420130914751
"4130","direct",0.579907520459608,0.213396655588606,1.01251990636108,0.002,"A_12_P101810","V_9104120","puromycin_median.norm.EXT",5.54420130914751
"4131","total",0.563459887557855,0.203339222106577,0.938275331000905,0,"A_12_P101810","V_9104120","puromycin_median.norm.EXT",5.54420130914751
"4132","prop_med",-0.0291904237816124,-0.418308292000624,0.311167199900291,0.93,"A_12_P101810","V_9104120","puromycin_median.norm.EXT",5.54420130914751
"4133","med",0.07946683053368,-0.0701584915722443,0.260364886275448,0.294,"A_12_P102257","V_11513193","puromycin_median.norm.EXT",5.32470275089042
"4134","direct",0.289921872059634,-0.0987556236449282,0.730296552923161,0.156,"A_12_P102257","V_11513193","puromycin_median.norm.EXT",5.32470275089042
"4135","total",0.369388702593314,0.0453315924123695,0.772308645552395,0.036,"A_12_P102257","V_11513193","puromycin_median.norm.EXT",5.32470275089042
"4136","prop_med",0.215130646865425,-0.459798012032087,1.82989100805095,0.318,"A_12_P102257","V_11513193","puromycin_median.norm.EXT",5.32470275089042
"4137","med",-0.110084228348568,-0.31170110858479,0.048489962491659,0.182,"A_12_P102323","V_10220682","puromycin_median.norm.EXT",5.27865532809868
"4138","direct",0.526429746818264,0.124003168263793,0.950656919458456,0.018,"A_12_P102323","V_10220682","puromycin_median.norm.EXT",5.27865532809868
"4139","total",0.416345518469696,0.0138480140780486,0.805094951547951,0.044,"A_12_P102323","V_10220682","puromycin_median.norm.EXT",5.27865532809868
"4140","prop_med",-0.264405940415043,-1.72621564401079,0.373678132898005,0.222,"A_12_P102323","V_10220682","puromycin_median.norm.EXT",5.27865532809868
"4141","med",-0.0429822840112965,-0.190957393695959,0.0883542004886841,0.478,"A_12_P102400","V_11513193","puromycin_median.norm.EXT",5.95378938939411
"4142","direct",0.412370986604611,0.0836991526505074,0.75849906438471,0.016,"A_12_P102400","V_11513193","puromycin_median.norm.EXT",5.95378938939411
"4143","total",0.369388702593315,0.0290952792138817,0.693319684802349,0.036,"A_12_P102400","V_11513193","puromycin_median.norm.EXT",5.95378938939411
"4144","prop_med",-0.116360580899028,-1.26877692406092,0.417052850453304,0.506,"A_12_P102400","V_11513193","puromycin_median.norm.EXT",5.95378938939411
"4145","med",0.0817777303169283,-0.172359127267314,0.400811578912796,0.554,"A_12_P102599","V_10568558","puromycin_median.norm.EXT",14.8062658710452
"4146","direct",0.398818465817184,-0.0620867910471888,0.779056878027699,0.068,"A_12_P102599","V_10568558","puromycin_median.norm.EXT",14.8062658710452
"4147","total",0.480596196134112,0.112727431773183,0.836423267298556,0.006,"A_12_P102599","V_10568558","puromycin_median.norm.EXT",14.8062658710452
"4148","prop_med",0.17015892130388,-0.473545406004334,1.2084509562368,0.552,"A_12_P102599","V_10568558","puromycin_median.norm.EXT",14.8062658710452
"4149","med",-0.0830242403826843,-0.244603428251994,0.05409557310001,0.25,"A_12_P102966","V_11513193","puromycin_median.norm.EXT",5.96969959478076
"4150","direct",0.452412942975999,0.098688812415435,0.869496146913705,0.012,"A_12_P102966","V_11513193","puromycin_median.norm.EXT",5.96969959478076
"4151","total",0.369388702593315,0.049825839995158,0.758662017183491,0.024,"A_12_P102966","V_11513193","puromycin_median.norm.EXT",5.96969959478076
"4152","prop_med",-0.224761179212596,-1.39685926581685,0.281583171699741,0.27,"A_12_P102966","V_11513193","puromycin_median.norm.EXT",5.96969959478076
"4153","med",0.0435776063253994,-0.0806581465630752,0.209415513251518,0.532,"A_12_P103840","V_11619117","puromycin_median.norm.EXT",4.22521992953811
"4154","direct",0.356515066443073,-0.022195238428958,0.695097507964031,0.07,"A_12_P103840","V_11619117","puromycin_median.norm.EXT",4.22521992953811
"4155","total",0.400092672768473,0.0257843437083706,0.751604905185503,0.036,"A_12_P103840","V_11619117","puromycin_median.norm.EXT",4.22521992953811
"4156","prop_med",0.108918781300994,-0.343381120396907,0.98565716377443,0.532,"A_12_P103840","V_11619117","puromycin_median.norm.EXT",4.22521992953811
"4157","med",0.212844320507652,-0.120295077832904,0.588415395531453,0.204,"A_12_P104350","V_10838024","puromycin_median.norm.EXT",21.9552714440933
"4158","direct",0.226591489996411,-0.249826085228902,0.673531009769913,0.312,"A_12_P104350","V_10838024","puromycin_median.norm.EXT",21.9552714440933
"4159","total",0.439435810504063,0.0885774293317917,0.823754231743296,0.018,"A_12_P104350","V_10838024","puromycin_median.norm.EXT",21.9552714440933
"4160","prop_med",0.484358159758316,-0.395770377409176,2.43339324131261,0.218,"A_12_P104350","V_10838024","puromycin_median.norm.EXT",21.9552714440933
"4161","med",0.102602641879387,-0.0109495919387648,0.261364830513721,0.086,"A_12_P104714","V_11032432","puromycin_median.norm.EXT",5.64135814483942
"4162","direct",0.336833168624676,-0.0422056795946297,0.72864982452572,0.092,"A_12_P104714","V_11032432","puromycin_median.norm.EXT",5.64135814483942
"4163","total",0.439435810504063,0.0872607114434684,0.799685582633018,0.018,"A_12_P104714","V_11032432","puromycin_median.norm.EXT",5.64135814483942
"4164","prop_med",0.233487211162182,-0.0541347362629806,1.20708301519573,0.104,"A_12_P104714","V_11032432","puromycin_median.norm.EXT",5.64135814483942
"4165","med",-0.0548527962031548,-0.196694101417067,0.0729260303080646,0.388,"A_12_P104798","V_10220682","puromycin_median.norm.EXT",5.19922816287754
"4166","direct",0.514292251094506,0.11006831504244,0.929409484201599,0.016,"A_12_P104798","V_10220682","puromycin_median.norm.EXT",5.19922816287754
"4167","total",0.459439454891352,0.103038213441828,0.836401286540961,0.02,"A_12_P104798","V_10220682","puromycin_median.norm.EXT",5.19922816287754
"4168","prop_med",-0.119390695812414,-0.661815080419707,0.22801292503164,0.384,"A_12_P104798","V_10220682","puromycin_median.norm.EXT",5.19922816287754
"4169","med",-0.0195829242603957,-0.16154591095343,0.0913876737497973,0.734,"A_12_P105501","V_11032432","puromycin_median.norm.EXT",4.03698629073079
"4170","direct",0.459018734764459,0.118609368038545,0.81551078788136,0.01,"A_12_P105501","V_11032432","puromycin_median.norm.EXT",4.03698629073079
"4171","total",0.439435810504063,0.0865296464879425,0.799434136226171,0.012,"A_12_P105501","V_11032432","puromycin_median.norm.EXT",4.03698629073079
"4172","prop_med",-0.0445637879123522,-0.712831812931022,0.26666542883518,0.742,"A_12_P105501","V_11032432","puromycin_median.norm.EXT",4.03698629073079
"4173","med",0.0533766847717486,-0.147235133810706,0.18832132415819,0.608,"A_12_P105532","V_9663270","puromycin_median.norm.EXT",5.08277822503624
"4174","direct",0.488483903826704,0.101254166371296,0.909250862707712,0.016,"A_12_P105532","V_9663270","puromycin_median.norm.EXT",5.08277822503624
"4175","total",0.541860588598453,0.198058723485605,0.874067842995578,0.002,"A_12_P105532","V_9663270","puromycin_median.norm.EXT",5.08277822503624
"4176","prop_med",0.0985063056713718,-0.296547977620446,0.525299019508197,0.61,"A_12_P105532","V_9663270","puromycin_median.norm.EXT",5.08277822503624
"4177","med",0.0349564608917295,-0.0522468837900148,0.177745859846903,0.438,"A_12_P106245","V_10815911","puromycin_median.norm.EXT",4.16048388832108
"4178","direct",0.441672338752695,0.0409045501751141,0.818479803062085,0.026,"A_12_P106245","V_10815911","puromycin_median.norm.EXT",4.16048388832108
"4179","total",0.476628799644424,0.0718549118784358,0.879675629714834,0.02,"A_12_P106245","V_10815911","puromycin_median.norm.EXT",4.16048388832108
"4180","prop_med",0.0733410589494546,-0.194024256512842,0.56059437864908,0.442,"A_12_P106245","V_10815911","puromycin_median.norm.EXT",4.16048388832108
"4181","med",0.0494355903289729,-0.148896337292656,0.213023480755438,0.564,"A_12_P107338","V_10142996","puromycin_median.norm.EXT",4.44777576579725
"4182","direct",0.401381183924514,0.0509867303636327,0.747371755460661,0.026,"A_12_P107338","V_10142996","puromycin_median.norm.EXT",4.44777576579725
"4183","total",0.450816774253487,0.101677627546134,0.797155947703296,0.016,"A_12_P107338","V_10142996","puromycin_median.norm.EXT",4.44777576579725
"4184","prop_med",0.109657832521502,-0.579282096116521,0.629755197407984,0.564,"A_12_P107338","V_10142996","puromycin_median.norm.EXT",4.44777576579725
"4185","med",-0.0274233111341106,-0.187986268911833,0.142341891029246,0.73,"A_12_P107404","V_11600826","puromycin_median.norm.EXT",4.21986325296123
"4186","direct",0.514371300094006,0.117736538368215,0.945357785823549,0.008,"A_12_P107404","V_11600826","puromycin_median.norm.EXT",4.21986325296123
"4187","total",0.486947988959895,0.124581404931558,0.887451202409731,0.006,"A_12_P107404","V_11600826","puromycin_median.norm.EXT",4.21986325296123
"4188","prop_med",-0.0563167150411401,-0.542665398795369,0.396087258318317,0.732,"A_12_P107404","V_11600826","puromycin_median.norm.EXT",4.21986325296123
"4189","med",0.0211186256584131,-0.0937153005912236,0.136724767981138,0.664,"A_12_P109101","V_9905233","puromycin_median.norm.EXT",7.80369452570406
"4190","direct",0.521716093772196,0.157221824997887,0.948449143898841,0.004,"A_12_P109101","V_9905233","puromycin_median.norm.EXT",7.80369452570406
"4191","total",0.542834719430609,0.201695606372182,0.910100861643095,0,"A_12_P109101","V_9905233","puromycin_median.norm.EXT",7.80369452570406
"4192","prop_med",0.0389043384707686,-0.157505962668929,0.341655250753659,0.664,"A_12_P109101","V_9905233","puromycin_median.norm.EXT",7.80369452570406
"4193","med",0.0161401299662996,-0.130258007102387,0.134711165097812,0.76,"A_12_P109658","V_10176051","puromycin_median.norm.EXT",3.97494323558793
"4194","direct",0.443299324925051,0.102383437798752,0.776943297190711,0.012,"A_12_P109658","V_10176051","puromycin_median.norm.EXT",3.97494323558793
"4195","total",0.459439454891351,0.0952374891394328,0.797910643199728,0.008,"A_12_P109658","V_10176051","puromycin_median.norm.EXT",3.97494323558793
"4196","prop_med",0.0351300477015333,-0.563547372751831,0.40860998462685,0.76,"A_12_P109658","V_10176051","puromycin_median.norm.EXT",3.97494323558793
"4197","med",-0.00896930027369029,-0.12595282409251,0.117811097363274,0.9,"A_12_P111065","V_9985933","puromycin_median.norm.EXT",4.70539611117011
"4198","direct",0.551804019704299,0.21015362687895,0.893341240579074,0,"A_12_P111065","V_9985933","puromycin_median.norm.EXT",4.70539611117011
"4199","total",0.542834719430609,0.220178130686942,0.871745739757654,0,"A_12_P111065","V_9985933","puromycin_median.norm.EXT",4.70539611117011
"4200","prop_med",-0.0165230777484137,-0.352801780622602,0.237686645347157,0.9,"A_12_P111065","V_9985933","puromycin_median.norm.EXT",4.70539611117011
"4201","med",0.0272576638416396,-0.27984842086006,0.332818923658756,0.852,"A_12_P111998","V_10815911","puromycin_median.norm.EXT",20.721463482804
"4202","direct",0.412178146662423,-0.0366188386017847,0.909242627804724,0.084,"A_12_P111998","V_10815911","puromycin_median.norm.EXT",20.721463482804
"4203","total",0.439435810504063,0.10205547341032,0.775450263896922,0.004,"A_12_P111998","V_10815911","puromycin_median.norm.EXT",20.721463482804
"4204","prop_med",0.0620287723259814,-1.02672937368133,1.26743474645662,0.848,"A_12_P111998","V_10815911","puromycin_median.norm.EXT",20.721463482804
"4205","med",0.0488822995204978,-0.0243189888468843,0.17574705062637,0.266,"A_12_P112263","V_10815911","puromycin_median.norm.EXT",4.18346163908181
"4206","direct",0.390553510983565,0.0609403846881382,0.724885195409054,0.03,"A_12_P112263","V_10815911","puromycin_median.norm.EXT",4.18346163908181
"4207","total",0.439435810504063,0.10083352529837,0.791700402072817,0.016,"A_12_P112263","V_10815911","puromycin_median.norm.EXT",4.18346163908181
"4208","prop_med",0.111238771060616,-0.0995234770682402,0.572328129294208,0.274,"A_12_P112263","V_10815911","puromycin_median.norm.EXT",4.18346163908181
"4209","med",-0.118675602228754,-0.30767651983473,0.0252727333629975,0.122,"A_12_P112758","V_8947708","puromycin_median.norm.EXT",5.33751901281962
"4210","direct",0.576980046827304,0.189690333700867,0.955106387650001,0.002,"A_12_P112758","V_8947708","puromycin_median.norm.EXT",5.33751901281962
"4211","total",0.45830444459855,0.106752884809856,0.797097984131227,0.008,"A_12_P112758","V_8947708","puromycin_median.norm.EXT",5.33751901281962
"4212","prop_med",-0.258944907969871,-1.11150450869138,0.0855290385278273,0.13,"A_12_P112758","V_8947708","puromycin_median.norm.EXT",5.33751901281962
"4213","med",0.0924724811290351,-0.0780655195577332,0.336993025718821,0.328,"A_12_P114129","V_9985933","puromycin_median.norm.EXT",9.7576065427263
"4214","direct",0.450362238301574,0.0852793968186353,0.794701439521095,0.018,"A_12_P114129","V_9985933","puromycin_median.norm.EXT",9.7576065427263
"4215","total",0.542834719430609,0.215092410862363,0.884574713796254,0.002,"A_12_P114129","V_9985933","puromycin_median.norm.EXT",9.7576065427263
"4216","prop_med",0.170351080759962,-0.186723365453123,0.697753149308795,0.33,"A_12_P114129","V_9985933","puromycin_median.norm.EXT",9.7576065427263
"4217","med",-0.0330352082422047,-0.163125453775956,0.0912212897476706,0.582,"A_12_P114276","V_9529886","puromycin_median.norm.EXT",5.00803828442342
"4218","direct",0.639933780256426,0.253789031656912,1.0217866859539,0.004,"A_12_P114276","V_9529886","puromycin_median.norm.EXT",5.00803828442342
"4219","total",0.606898572014221,0.262285616692511,0.961719806971023,0.004,"A_12_P114276","V_9529886","puromycin_median.norm.EXT",5.00803828442342
"4220","prop_med",-0.0544328323801536,-0.321363153760588,0.196250487317086,0.586,"A_12_P114276","V_9529886","puromycin_median.norm.EXT",5.00803828442342
"4221","med",-0.136952117481798,-0.85225787282122,0.562331144471491,0.754,"A_12_P115328","V_10568558","puromycin_median.norm.EXT",37.7379772981239
"4222","direct",0.61754831361591,-0.245393562497826,1.52530240161252,0.164,"A_12_P115328","V_10568558","puromycin_median.norm.EXT",37.7379772981239
"4223","total",0.480596196134112,0.121475374931445,0.816213902828583,0.004,"A_12_P115328","V_10568558","puromycin_median.norm.EXT",37.7379772981239
"4224","prop_med",-0.284962965964843,-2.11832148637066,2.03752509501094,0.758,"A_12_P115328","V_10568558","puromycin_median.norm.EXT",37.7379772981239
"4225","med",-0.0176360336274269,-0.140406761423781,0.104159133811051,0.754,"A_12_P115684","V_11513193","puromycin_median.norm.EXT",5.04390424359925
"4226","direct",0.387024736220742,0.0559157563764695,0.76595487309945,0.022,"A_12_P115684","V_11513193","puromycin_median.norm.EXT",5.04390424359925
"4227","total",0.369388702593315,0.0342570510616485,0.744948248360412,0.032,"A_12_P115684","V_11513193","puromycin_median.norm.EXT",5.04390424359925
"4228","prop_med",-0.0477438359744414,-0.817563244654713,0.393905880427504,0.766,"A_12_P115684","V_11513193","puromycin_median.norm.EXT",5.04390424359925
"4229","med",0.183169583688985,-0.10533291934913,0.564532009530674,0.216,"A_12_P115700","V_8947708","puromycin_median.norm.EXT",14.0987821323047
"4230","direct",0.233287208924922,-0.232397289384603,0.676874557702251,0.348,"A_12_P115700","V_8947708","puromycin_median.norm.EXT",14.0987821323047
"4231","total",0.416456792613907,0.0330293958190959,0.811663670080959,0.036,"A_12_P115700","V_8947708","puromycin_median.norm.EXT",14.0987821323047
"4232","prop_med",0.439828541490017,-0.658672965930001,2.154692769185,0.248,"A_12_P115700","V_8947708","puromycin_median.norm.EXT",14.0987821323047
"4233","med",-0.100218938824816,-0.280160845195686,0.0484242519300771,0.182,"A_12_P116766","V_10121039","puromycin_median.norm.EXT",5.04508407735454
"4234","direct",0.638245450496244,0.256232429119801,1.02008153256778,0.002,"A_12_P116766","V_10121039","puromycin_median.norm.EXT",5.04508407735454
"4235","total",0.538026511671428,0.15945428459067,0.900032196963911,0.004,"A_12_P116766","V_10121039","puromycin_median.norm.EXT",5.04508407735454
